,Pole ID,Install Pole Date,Install Light Date and Time,Install Light Date,Street Light installed month,Street Light installed year,Street Light installed month and year,Head Style,Refractor,Light Type,Bracket Length,Pole Height,Pole Type,Number of Lights,Light Source,Wattage,Year 1 LE,Street Name,Neighbourhood
6869, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6870, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6871, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6872, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6873, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6874, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6875, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6876, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6877, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6878, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6879, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6880, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6881, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6882, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6883, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6884, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6885, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6886, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6887, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6888, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6889, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6890, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6891, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6892, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6893, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6894, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6895, ,2019/01/11 00:00:00+00,2019/01/09 00:00:00+00,1/9/2019,,,,,,,,,,,,,,,
6896,2089812,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6897, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6898, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6899, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6900, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6901, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6902, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6903, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6904,2089811,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6905, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6906, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6907, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6908, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6909, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6910, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6911, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6912, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6913, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
6914, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
6915, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6916, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6917, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6918, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6919, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6920, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6921, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6922,2086175,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6923, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6924, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6925, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6926, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6927, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6928, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6929, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6930, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6931,2090991,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6932, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6933, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6934, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6935, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6936, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6937, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6938,8545627,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6939, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
6940, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6941, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6942, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6943, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6944, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6945, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6946,8545626,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6947, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6948, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6949, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6950, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
6951,2087719,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6952, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6953, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6954, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6955, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6956, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6957, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6958, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6959, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6960, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6961, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6962, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6963, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6964, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6965, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6966, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6967, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6968, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6969,2087732,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6970, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6971, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6972, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
6973, ,2017/03/12 00:00:00+00,2017/03/12 00:00:00+00,3/12/2017,,,,,,,,,,,,,,,
6974, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6975, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6976, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6977, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6978, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6979,2085922,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6980, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6981, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6982,2086257,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6983, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6984, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6985, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6986, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6987, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6988, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6989, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6990, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6991,2089787,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
6992, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6993, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6994, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6995, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
6996, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6997, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
6998, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
6999,2089791,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
7000, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
7001, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
7002, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
7003, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
7004, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
7005, ,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,9/25/2017,,,,,,,,,,,,,,,
7006, ,2017/02/09 00:00:00+00,2017/02/09 00:00:00+00,2/9/2017,,,,,,,,,,,,,,,
7007,2089800,,2017/11/01 00:00:00+00,11/1/2017,,,,,,,,,,,,,,,
7008, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
7009, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7010, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7011, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7012, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7013, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7014, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7015, ,2017/05/01 00:00:00+00,2017/05/01 00:00:00+00,5/1/2017,,,,,,,,,,,,,,,
7016, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7017, ,2019/01/11 00:00:00+00,2019/01/11 00:00:00+00,1/11/2019,,,,,,,,,,,,,,,
7018, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
7019, ,2019/01/04 00:00:00+00,2019/01/04 00:00:00+00,1/4/2019,,,,,,,,,,,,,,,
7020, ,2019/01/04 00:00:00+00,2019/01/04 00:00:00+00,1/4/2019,,,,,,,,,,,,,,,
7021, ,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,1/8/2019,,,,,,,,,,,,,,,
7022, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7023, ,2018/03/26 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,,,,,,,,,,,,,,,
7024,0,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,9/30/2020,,,,,,,,,,,,,,,
7025, ,2017/12/28 00:00:00+00,2017/12/28 00:00:00+00,12/28/2017,,,,,,,,,,,,,,,
7026,0,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,9/30/2020,,,,,,,,,,,,,,,
7027,0,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,9/30/2020,,,,,,,,,,,,,,,
7028, ,2017/12/27 00:00:00+00,2017/12/27 00:00:00+00,12/27/2017,,,,,,,,,,,,,,,
7029,0,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,9/30/2020,,,,,,,,,,,,,,,
7030, ,2017/12/27 00:00:00+00,2017/12/27 00:00:00+00,12/27/2017,,,,,,,,,,,,,,,
7031,0,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,9/30/2020,,,,,,,,,,,,,,,
7032,0,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,9/30/2020,,,,,,,,,,,,,,,
7033,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7034, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7035, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7036, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7037,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7038,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7039,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7040,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7041, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7042, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7043, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7044, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7045,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7046,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7047,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7048, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7049, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7050,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7051,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7052, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7053,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7054,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7055,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7056, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7057, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7058, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7059, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7060, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7061,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7062,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7063,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7064,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7065, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7066, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7067, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7068, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7069,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7070,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7071,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7072,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7073, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7074, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7075, ,2018/01/17 00:00:00+00,2018/01/17 00:00:00+00,1/17/2018,,,,,,,,,,,,,,,
7076, ,2018/01/17 00:00:00+00,2018/01/17 00:00:00+00,1/17/2018,,,,,,,,,,,,,,,
7077, ,2018/01/17 00:00:00+00,2018/01/17 00:00:00+00,1/17/2018,,,,,,,,,,,,,,,
7078, ,2018/01/17 00:00:00+00,2018/01/17 00:00:00+00,1/17/2018,,,,,,,,,,,,,,,
7079, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7080, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7081, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7082,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7083,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7084,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7085,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7086,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7087,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7088,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7089,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7090,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7091,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7092, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7093, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7094,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7095, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7096, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7097,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7098, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7099, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7100, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7101, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7102,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7103, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7104,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7105,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7106,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7107, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7108, ,2016/11/11 00:00:00+00,2016/11/11 00:00:00+00,11/11/2016,,,,,,,,,,,,,,,
7109,0,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,12/16/2020,,,,,,,,,,,,,,,
7110,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
7111, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7112, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7113, ,2016/01/04 00:00:00+00,2016/01/04 00:00:00+00,1/4/2016,,,,,,,,,,,,,,,
7114,0,2020/05/04 00:00:00+00,2020/05/04 00:00:00+00,5/4/2020,,,,,,,,,,,,,,,
