,Pole ID,Install Pole Date,Install Light Date and Time,Install Light Date,Street Light installed month,Street Light installed year,Street Light installed month and year,Head Style,Refractor,Light Type,Bracket Length,Pole Height,Pole Type,Number of Lights,Light Source,Wattage,Year 1 LE,Street Name,Neighbourhood
863, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,14-Nov,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,35,0,BANDELIER WAY,Stittsville
864, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,20-Mar,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,GERANIUM WALK,Kanata-Katimavik-Hazeldean
865,11418821,2007/01/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,14-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WEATHERSTONE STREET,Kanata
866,15436404,2011/07/01 00:00:00+00,2017/06/21 00:00:00+00,6/21/2017,June,2017,17-Aug,GCL160G, ,SL,2.4,11.2,ALUMINUM,1,LED,135,85,TERRY FOX DRIVE,Kanata
867,2072072,,2018/12/11 00:00:00+00,12/11/2018,December,2018,14-Nov,GCJ220H 3K, ,SL,1.8,0,WOOD,1,LED,68,49,MCCOOEYE LANE,Kanata-lakes
868,2065322,,2018/12/11 00:00:00+00,12/11/2018,December,2018,14-Nov,GCJ220H 3K, ,SL,2.4,0,WOOD,1,LED,68,49,NEIL AVENUE,Kanata-Katimavik-Hazeldean
869,11418044,2007/07/01 00:00:00+00,2017/10/10 00:00:00+00,10/10/2017,October,2017,17-Aug,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,STREAMSIDE  CRESCENT,Kanata-Katimavik-Hazeldean
870,12971658,2011/08/01 00:00:00+00,2017/10/11 00:00:00+00,10/11/2017,October,2017,20-Mar,A01, ,SL,2.4,9.1,HAMPTON,1,LED,64,34,HUNTSVILLE DRIVE,Kanata-lakes
871,11418171,2007/07/01 00:00:00+00,2017/10/10 00:00:00+00,10/10/2017,October,2017,20-Mar,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,40,GLENBRAE AVENUE,Kanata-Katimavik-Hazeldean
872,2062648,,2019/01/23 00:00:00+00,1/23/2019,January,2019,14-Nov,GCJ220H 3K, ,SL,2.4,0,WOOD,1,LED,68,55,MAPLE GROVE ROAD,Kanata-lakes
873,11428702,2008/06/01 00:00:00+00,2017/10/10 00:00:00+00,10/10/2017,October,2017,17-Aug,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,BURWASH LANDING,Kanata-Katimavik-Hazeldean
874,15436280,2017/01/02 00:00:00+00,2017/06/21 00:00:00+00,6/21/2017,June,2017,20-Mar,GCL160G, ,SL,1.8,9.8,ALUMINUM,1,LED,135,73,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
875,15436281,2017/01/02 00:00:00+00,2017/06/21 00:00:00+00,6/21/2017,June,2017,17-Aug,GCL160G, ,SL,1.8,9.8,ALUMINUM,1,LED,135,73,TERRY FOX DRIVE,Kanata
876,11418165,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,CELTIC RIDGE CRESCENT,Kanata
877,11418186,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,14-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,46,CELTIC RIDGE CRESCENT,Kanata-lakes
878, ,2010/10/01 00:00:00+00,2018/03/26 00:00:00+00,3/26/2018,March,2018,17-Aug,LGCJ-2, ,SL,3,0,WOOD,1,LED,68,0,JOHNWOODS STREET,Kanata-lakes
879,11418845,2006/06/01 00:00:00+00,2017/09/11 00:00:00+00,9/11/2017,September,2017,20-Mar,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,BRECKENBRIDGE CRESCENT,Kanata-Katimavik-Hazeldean
880,11417949,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,40,WINDANCE CRESCENT,Kanata-Katimavik-Hazeldean
881,12971632,2011/08/01 00:00:00+00,2017/10/11 00:00:00+00,10/11/2017,October,2017,17-Dec,A01, ,SL,2.4,9.1,HAMPTON,1,LED,64,34,BATTERSEA CRESCENT,Kanata-Katimavik-Hazeldean
882,11418839,2006/06/01 00:00:00+00,2017/09/11 00:00:00+00,9/11/2017,September,2017,18-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,BRECKENBRIDGE CRESCENT,Kanata-lakes
883, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,18-Nov,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,55,0,BANDELIER WAY,Kanata-lakes
884,11659368,2010/10/01 00:00:00+00,2017/08/26 00:00:00+00,8/26/2017,August,2017,17-Aug,GCL160G, ,SL,1.8,11.2,JU-ALUM,1,LED,135,85,KLONDIKE ROAD,Kanata
885,11659369,2010/10/01 00:00:00+00,2017/08/26 00:00:00+00,8/26/2017,August,2017,17-Aug,GCL160G, ,SL,1.8,11.2,JU-ALUM,1,LED,135,85,KLONDIKE ROAD,Kanata
886,11417982,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,CELTIC RIDGE CRESCENT,Kanata-lakes
887,11418045,2007/07/01 00:00:00+00,2017/10/10 00:00:00+00,10/10/2017,October,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,STREAMSIDE  CRESCENT,Stittsville - Basswood
888,11659249,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,17-Dec,GCL160G, ,SL,1.8,11.7,ALUMINUM,1,LED,135,97,MARCH ROAD,Kanata-Katimavik-Hazeldean
889,11659250,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,17-Aug,GCL160G, ,SL,1.8,11.7,ALUMINUM,1,LED,135,97,MARCH ROAD,Kanata-Katimavik-Hazeldean
890,2062647,,2018/11/19 00:00:00+00,11/19/2018,November,2018,20-Mar,GCJ220H 3K, ,SL,2.4,9.1,HAMPTON,0,LED,68,49,ALON STREET,Kanata-Katimavik-Hazeldean
891,2057109,,2018/03/20 00:00:00+00,3/20/2018,March,2018,17-Dec,GCM240F, ,SL,2.4,6.4,DAVIT-CONCRETE,1,LED,138,124,CARP ROAD,Kanata-Katimavik-Hazeldean
892,2063219,,2019/01/28 00:00:00+00,1/28/2019,January,2019,17-Dec,GCJ220H 3K T3, ,SL,2.4,9.1,HAMPTON,1,LED,68,61,CANDOW CRESCENT,Kanata-Katimavik-Hazeldean
893,11514088,2008/06/01 00:00:00+00,2017/10/10 00:00:00+00,10/10/2017,October,2017,18-Nov,A02, ,SL,3,0,WOOD,1,LED,92,57,KLONDIKE ROAD,Kanata-lakes
894,2071437,,2018/11/19 00:00:00+00,11/19/2018,November,2018,17-Dec,GCJ220H 3K T3, ,SL,1.8,9.1,HAMPTON,1,LED,68,61,AMBERLAKES DRIVE,Kanata
895,0,2011/12/01 00:00:00+00,2017/10/16 00:00:00+00,10/16/2017,October,2017,14-Nov,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,73,GOULBOURN FORCED ROAD,Kanata-Katimavik-Hazeldean
896,2055151,2010/10/01 00:00:00+00,2017/08/31 00:00:00+00,8/31/2017,August,2017,14-Nov,GCM240H, ,SL,2.4,11.2,JU-ALUM,1,LED,138,99,MORGAN'S GRANT WAY,Kanata-lakes
897,2063200,2010/10/01 00:00:00+00,2017/08/31 00:00:00+00,8/31/2017,August,2017,17-Aug,GCM240H, ,SL,2.4,11.2,JU-ALUM,1,LED,138,99,MORGAN'S GRANT WAY,Stittsville
898,11418175,2007/07/01 00:00:00+00,2017/10/10 00:00:00+00,10/10/2017,October,2017,14-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,46,GLENBRAE AVENUE,Kanata-Katimavik-Hazeldean
899,2063203,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,18-Nov,GCM240H, ,SL,2.4,11.2,ALUMINUM,1,LED,138,87,MARCH ROAD,Kanata-Katimavik-Hazeldean
900,2056183,,2018/11/19 00:00:00+00,11/19/2018,November,2018,17-Aug,GCJ220H 3K, ,SL,1.8,9.1,HAMPTON,1,LED,68,49,MIKA STREET,Kanata-lakes
901,11418844,2006/06/01 00:00:00+00,2017/09/11 00:00:00+00,9/11/2017,September,2017,17-Aug,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,BRECKENBRIDGE CRESCENT,Kanata-Katimavik-Hazeldean
902,11659464,2010/10/01 00:00:00+00,2017/05/31 00:00:00+00,5/31/2017,May,2017,17-Aug,GCL160G, ,SL,1.8,11.7,JU-ALUM,1,LED,135,97,MARCH ROAD,Kanata-lakes
903,11659465,2010/10/01 00:00:00+00,2017/05/31 00:00:00+00,5/31/2017,May,2017,20-Mar,GCL160G, ,SL,2.4,11.2,JU-ALUM,1,LED,138,97,MARCH ROAD,Kanata-Katimavik-Hazeldean
904,11417959,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,14-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,WINDANCE CRESCENT,Kanata-Katimavik-Hazeldean
905,2056207,2011/07/01 00:00:00+00,2017/06/26 00:00:00+00,6/26/2017,June,2017,14-Nov,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,122,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
906,2061907,2011/07/01 00:00:00+00,2017/06/26 00:00:00+00,6/26/2017,June,2017,14-Nov,GCL160G, ,SL,2.4,11.2,ALUMINUM,1,LED,135,109,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
907,11418823,2007/01/01 00:00:00+00,2017/09/13 00:00:00+00,9/13/2017,September,2017,17-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WEATHERSTONE STREET,Kanata-Katimavik-Hazeldean
908,15436400,2011/07/01 00:00:00+00,2017/06/21 00:00:00+00,6/21/2017,June,2017,14-Nov,GCL160G, ,SL,2.4,9.8,ALUMINUM,1,LED,135,73,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
909,11417971,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,14-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,WINDANCE CRESCENT,Kanata-Katimavik-Hazeldean
910,11417974,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,14-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,CELTIC RIDGE CRESCENT,Kanata-lakes
911,2062247,,2017/10/12 00:00:00+00,10/12/2017,October,2017,14-Nov,LGCL-2, ,SL,2.4,9.8,ALUMINUM,1,LED,68,0,KIRLAND PRIVATE,Kanata-lakes
912,2062245,,2017/10/12 00:00:00+00,10/12/2017,October,2017,19-Jan,LGCL-2, ,SL,2.4,9.8,ALUMINUM,1,LED,68,61,KANATA AVENUE,Kanata-lakes
913,11659402,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,19-Jan,GCM240H, ,SL,2.4,11.2,ALUMINUM,1,LED,138,85,MARCH ROAD,Kanata-Katimavik-Hazeldean
914,11659404,2010/10/01 00:00:00+00,2017/05/24 00:00:00+00,5/24/2017,May,2017,19-Jan,GCM240H, ,SL,2.4,11.2,ALUMINUM,1,LED,138,85,MARCH ROAD,Kanata-Katimavik-Hazeldean
915,11417291,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,18-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,FORDELL AVENUE,Kanata-Katimavik-Hazeldean
916,11417286,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,18-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,ARNCLIFF AVENUE,Kanata
917,11417299,2007/07/01 00:00:00+00,2017/10/04 00:00:00+00,10/4/2017,October,2017,18-Dec,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,57,CELTIC RIDGE CRESCENT,Kanata
918,2056475,,2017/06/27 00:00:00+00,6/27/2017,June,2017,18-Nov,GCL160G, ,SL,2.4,11.2,ALUMINUM,1,LED,135,85,TERRY FOX DRIVE,Stittsville - Basswood
919,2074511,,2017/06/27 00:00:00+00,6/27/2017,June,2017,18-Dec,GCL160G, ,SL,2.4,11.2,ALUMINUM,1,LED,135,85,TERRY FOX DRIVE,Stittsville - Basswood
920,11418052,2007/07/01 00:00:00+00,2017/10/10 00:00:00+00,10/10/2017,October,2017,18-Nov,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,40,STREAMSIDE  CRESCENT,Stittsville
921,11428718,2008/06/01 00:00:00+00,2017/10/10 00:00:00+00,10/10/2017,October,2017,19-Oct,A01, ,SL,1.8,9.1,HAMPTON,1,LED,64,34,BURWASH LANDING,Kanata-Katimavik-Hazeldean
922,2055154,2010/10/01 00:00:00+00,2017/08/28 00:00:00+00,8/28/2017,August,2017,18-Nov,GCM240H, ,SL,2.4,11.2,JU-ALUM,1,LED,138,99,MARCH ROAD,Kanata-Katimavik-Hazeldean
923,2063202,2010/10/01 00:00:00+00,2017/08/28 00:00:00+00,8/28/2017,August,2017,18-Nov,GCM240H, ,SL,2.4,11.2,JU-ALUM,1,LED,138,99,MARCH ROAD,Kanata
924,11294505,,2017/10/16 00:00:00+00,10/16/2017,October,2017,19-Oct,LGCL-2, ,SL,2.4,9.8,ALUMINUM,1,LED,68,49,KEYROCK DRIVE,Kanata
925, ,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,11/18/2018,November,2018,18-Oct,L40U, ,SL,1.4,9.1,HAMPTON,1,LED,35,0,GERANIUM WALK,Kanata-lakes
926,2068941,,2018/07/09 00:00:00+00,7/9/2018,July,2018,20-May,A01, , ,0.3,9.1,MADISON,0,LED,64,57,Beacon Way,Kanata
927,133599G,,2019/01/10 00:00:00+00,1/10/2019,January,2019,20-May,GC296G, , ,2.4,11.2,ALUMINUM,1,LED,310,223,PALLADIUM DRIVE,Kanata-Katimavik-Hazeldean
928,0,,2017/09/15 00:00:00+00,9/15/2017,September,2017,18-Nov,A02, ,SL,2.4,10.7,MADISON,1,LED,92,82,KLONDIKE ROAD,Stittsville - Basswood
