year,light_type,Bracket Length,Pole Height,Pole Type,light_number,Light Source,wattage,Street Name,neighbourhood
2019,SL,1.4,9.1,MADISON,1,LED,55,VIVERA PLACE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,1.8,9.1,HAMPTON,1,LED,68,ROGER NEILSON WAY,Kanata
2019,SL,1.4,9.1,MADISON,1,LED,80,MERRIL STREET,Kanata
2018,SL,1.8,9.1,HAMPTON,1,LED,68,AMBERLAKES DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BURWASH LANDING,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,KANATA AVENUE,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,MARCH ROAD,Stittsville - Basswood
2018,SL,1.8,9.1,HAMPTON,1,LED,68,STOWGRASS CRESCENT,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,0.3,10.7,HAMPTON,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2019,SL,1.4,9.1,MADISON,1,LED,55,VIVERA PLACE,Kanata-Katimavik-Hazeldean
2018,SL,1.8,9.1,HAMPTON,1,LED,68,AMBERLAKES DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,1.8,9.1,HAMPTON,1,LED,64,APPLECROSS CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,1.8,9.1,HAMPTON,1,LED,64,STRATHCARRON CRESCENT,Stittsville 
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2019,SL,1.4,9.1,MADISON,1,LED,80,VIVERA PLACE,Kanata-Katimavik-Hazeldean
2019,SL,1.4,9.1,MADISON,1,LED,55,CLIO STREET,Stittsville
2017,SL,0.3,10.7,HAMPTON,1,LED,135,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,MARCH ROAD,Stittsville
2018,SL,1.8,9.1,HAMPTON,1,LED,68,AMBERLAKES DRIVE,Stittsville
2017,SL,1.8,9.1,HAMPTON,1,LED,64,APPLECROSS CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,1.8,9.1,HAMPTON,1,LED,64,BURWASH LANDING,Kanata
2018,SL,3,0,WOOD,1,LED,68,JOHNWOODS STREET,Kanata
2017,SL,1.8,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,0.3,10.7,HAMPTON,1,LED,135,KANATA AVENUE,Kanata
2017,SL,3,9.8,DAVIT-ALUMINUM,1,LED,135,CAMPEAU DRIVE,Kanata-Katimavik-Hazeldean
2019,SL,1.4,9.1,MADISON,1,LED,55,VIVERA PLACE,Kanata
2017,SL,1.8,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,MARCH ROAD,Kanata
2019,SL,1.8,9.1,HAMPTON,1,LED,68,WILDPINE COURT,Stittsville
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,1.8,9.1,HAMPTON,1,LED,64,APPLECROSS CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,1.8,9.1,HAMPTON,1,LED,64,STRATHCARRON CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2019,SL,1.8,0,WOOD,1,LED,138,HAZELDEAN ROAD,Kanata-Katimavik-Hazeldean
2019,SL,1.4,9.1,MADISON,1,LED,55,VIVERA PLACE,Kanata
2017,SL,0.3,10.7,HAMPTON,1,LED,186,KANATA AVENUE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville 
2017,SL,1.8,9.1,HAMPTON,1,LED,68,ROGER NEILSON WAY,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,MARCH ROAD,Kanata
2017,SL,2.4,9.8,ALUMINUM,1,LED,64,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,MARCH ROAD,Kanata
2017,SL,1.8,9.1,HAMPTON,1,LED,64,APPLECROSS CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville 
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2019,SL,1.4,9.1,MADISON,1,LED,55,INDICA STREET,Kanata-Katimavik-Hazeldean
2019,SL,1.4,9.1,MADISON,1,LED,55,VIVERA PLACE,Stittsville
2019,SL,1.4,9.1,MADISON,1,LED,55,CLIO STREET,Stittsville 
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2018,SL,1.8,9.1,HAMPTON,1,LED,68,AMBERLAKES DRIVE,Kanata
2017,SL,1.8,9.1,HAMPTON,1,LED,64,APPLECROSS CRESCENT,Kanata
2017,SL,2.4,9.8,ALUMINUM,1,LED,64,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2018,SL,1.8,9.1,HAMPTON,1,LED,68,AMBERLAKES DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,1.8,9.1,HAMPTON,1,LED,64,APPLECROSS CRESCENT,Kanata
2017,SL,0.3,10.7,MADISON,1,LED,138,ROLAND MICHENER DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,0.3,6.1,MADISON,1,LED,138,EARL GREY DRIVE,Kanata
2017,SL,0.3,6.1,MADISON,1,LED,138,EARL GREY DRIVE,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Stittsville
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PROUD WALK,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2020,SL,1.4,9.1,MADISON,1,LED,40,HARMATTAN AVENUEGOULBOURN,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,FRANK NIGHBOR PLACE,Kanata
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,70,PURCHASE CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,0.3,10.7,MADISON,1,LED,68,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,3,0,WOOD,1,LED,68,SILVER SEVEN ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Kanata-Katimavik-Hazeldean
2017,SL,0.3,6.1,MADISON,1,LED,138,EARL GREY DRIVE,Stittsville
2017,SL,0.3,6.1,MADISON,1,LED,138,EARL GREY DRIVE,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,3,0,WOOD,1,LED,138,SILVER SEVEN ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,TERRY FOX DRIVE,Kanata
2017,SL,0.3,10.7,MADISON,1,LED,68,KANATA AVENUE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2019,SL,3.7,0,WOOD,1,LED,68,BRAE CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,0.3,10.7,MADISON,1,LED,138,ROLAND MICHENER DRIVE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,0,WOOD,1,LED,68,SILVER SEVEN ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,TERRY FOX DRIVE,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PROUD WALK,Stittsville
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PROUD WALK,Kanata-Katimavik-Hazeldean
2020,SL,1.4,9.1,MADISON,1,LED,40,HARMATTAN AVENUEGOULBOURN,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,FRANK NIGHBOR PLACE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata
2017,SL,2.4,11.2,JU-ALUM,1,LED,135,KANATA AVENUE,Kanata
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PROUD WALK,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,0.3,6.1,MADISON,1,LED,138,EARL GREY DRIVE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,0.3,10.7,MADISON,1,LED,138,ROLAND MICHENER DRIVE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,3,0,WOOD,1,LED,138,SILVER SEVEN ROAD,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville - Basswood
2017,SL,1.4,9.1,HAMPTON,1,HPS,70,PURCHASE CRESCENT,Stittsville
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Stittsville
2020,SL,1.4,9.1,MADISON,1,LED,40,HARMATTAN AVENUEGOULBOURN,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,3,0,WOOD,1,LED,68,SILVER SEVEN ROAD,Kanata
2017,SL,2.4,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Kanata
2017,SL,0.3,10.7,MADISON,1,LED,138,ROLAND MICHENER DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Kanata-lakes
2017,SL,2.4,0,WOOD,1,LED,68,SILVER SEVEN ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,138,TERRY FOX DRIVE,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Stittsville
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Kanata
2020,SL,1.4,9.1,MADISON,1,LED,40,EDGEVALLEY COURT,Kanata
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-lakes
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,FRANK NIGHBOR PLACE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville
2017,SL,0.3,6.1,MADISON,1,LED,138,EARL GREY DRIVE,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,1.8,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,BRAE CRESCENT,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Kanata
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Kanata
2017,SL,0.3,9.1,MADISON,1,LED,135,ROLAND MICHENER DRIVE,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Stittsville
2020,SL,1.4,9.1,MADISON,1,LED,40,EDGEVALLEY COURT,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,0,WOOD,1,LED,68,SILVER SEVEN ROAD,Kanata
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-lakes
2017,SL,0.3,9.1,CAMBRIDGE,1,LED,138,TRAILWAY CIRCLE,Kanata
2017,SL,0.3,10.7,MADISON,1,LED,138,ROLAND MICHENER DRIVE,Kanata-lakes
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Stittsville
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Whitehaven - Queensway Terrace North
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,0.3,9.1,MADISON,1,LED,135,ROLAND MICHENER DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,3,9.8,DAVIT-ALUMINUM,1,LED,135,CAMPEAU DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,70,PORTER STREET,Stittsville
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Stittsville
2020,SL,1.4,9.1,MADISON,1,LED,40,EDGEVALLEY COURT,Kanata-Katimavik-Hazeldean
2017,PL,0,6.1,HAMPTON,1,HPS,20,PORTER STREET,Kanata-Katimavik-Hazeldean
2017,PL,0,6.1,HAMPTON,1,HPS,20,PURCHASE CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,1.8,9.1,HAMPTON,1,LED,68,ROGER NEILSON WAY,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,JU-ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,11.2,JU-ALUMINUM,1,LED,135,SOLANDT ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Stittsville
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Kanata
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,FRANK NIGHBOR PLACE,Kanata-Katimavik-Hazeldean
2017,PL,0,6.1,HAMPTON,1,HPS,20,PORTER STREET,Kanata-Katimavik-Hazeldean
2017,PL,0,6.1,HAMPTON,1,HPS,20,PURCHASE CRESCENT,Glen Cairn - Kanata South Business Park
2017,SL,2.4,11.2,JU-ALUMINUM,1,LED,135,MARCH ROAD,Stittsville - Basswood
2017,SL,2.4,11.2,JU-ALUMINUM,1,LED,135,MARCH ROAD,Stittsville - Basswood
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Glen Cairn - Kanata South Business Park
2017,SL,0.3,6.1,MADISON,1,LED,138,EARL GREY DRIVE,Kanata
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Kanata
2017,SL,2.4,0,WOOD,1,LED,68,SILVER SEVEN ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,0,WOOD,1,LED,68,SILVER SEVEN ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville - Basswood
2017,SL,1.8,11.2,ALUMINUM,1,LED,138,SOLANDT ROAD,Glen Cairn - Kanata South Business Park
2017,SL,1.8,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville - Basswood
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,FRANK NIGHBOR PLACE,Stittsville - Basswood
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Glen Cairn - Kanata South Business Park
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Glen Cairn - Kanata South Business Park
2017,PL,0,6.1,HAMPTON,1,HPS,20,PORTER STREET,Stittsville - Basswood
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Kanata
2017,SL,2.4,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Kanata-Katimavik-Hazeldean
2017,SL,0.3,10.7,MADISON,1,LED,138,ROLAND MICHENER DRIVE,Stittsville
2017,SL,1.8,9.8,ALUMINIUM,1,LED,68,SILVER SEVEN ROAD,Kanata
2017,SL,2.4,11.2,JU-ALUMINUM,1,LED,135,MARCH ROAD,Glen Cairn - Kanata South Business Park
2017,SL,2.4,9.8,ALUMINUM,1,LED,186,KANATA AVENUE,Stittsville - Basswood
2017,SL,0.3,10.7,MADISON,1,LED,68,KANATA AVENUE,Stittsville - Basswood
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PURCHASE CRESCENT,Kanata
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,1.4,9.1,HAMPTON,1,HPS,50,PORTER STREET,Kanata-Katimavik-Hazeldean
2017,SL,0.3,9.1,MADISON,1,LED,135,ROLAND MICHENER DRIVE,Kanata-Katimavik-Hazeldean
2017,PL,0,6.1,HAMPTON,1,HPS,20,PORTER STREET,Stittsville - Basswood
2017,SL,2.4,9.8,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville - Basswood
2017,SL,0.3,6.1,MADISON,1,LED,138,EARL GREY DRIVE,Kanata
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,TERRY FOX DRIVE,Stittsville - Basswood
2017,SL,2.4,11.2,ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,1.8,11.2,ALUMINUM,1,LED,138,SOLANDT ROAD,Stittsville - Basswood
2017,SL,2.4,11.2,JU-ALUMINUM,1,LED,135,MARCH ROAD,Kanata-Katimavik-Hazeldean
2017,SL,2.4,11.2,JU-ALUMINUM,1,LED,135,SOLANDT ROAD,Kanata-Katimavik-Hazeldean
